,denominador,numerador,Frequência,P-value,Qtd_1_Denom,Qtd_0_Demon,D0N0,D0N1,D1N0,D1N1
9156,D53,RMDQ24_v1,1,0.022556252,1,116,98,18,0,1
9157,D9,RMDQ24_v1,1,0.022556252,1,116,98,18,0,1
9158,RMDQ1_v1,RMDQ24_v1,0.352941176,3.54E-09,85,134,129,5,55,30
9159,RMDQ2_v1,RMDQ24_v1,0.344444444,3.20E-09,90,129,125,4,59,31
9160,RMDQ3_v1,RMDQ24_v1,0.417721519,4.14E-15,79,141,139,2,46,33
9162,RMDQ5_v1,RMDQ24_v1,0.472222222,8.24E-19,72,148,147,1,38,34
9163,RMDQ6_v1,RMDQ24_v1,0.625,2.44E-28,56,164,164,0,21,35
9164,RMDQ7_v1,RMDQ24_v1,0.846153846,2.93E-38,39,181,179,2,6,33
9165,RMDQ8_v1,RMDQ24_v1,0.875,1.70E-08,8,212,184,28,1,7
9166,RMDQ9_v1,RMDQ24_v1,0.970588235,5.83E-45,34,186,184,2,1,33
9167,RMDQ10_v1,RMDQ24_v1,0.875,1.24E-42,40,180,180,0,5,35
9168,RMDQ11_v1,RMDQ24_v1,0.833333333,2.97E-40,42,178,178,0,7,35
9169,RMDQ12_v1,RMDQ24_v1,0.795454545,4.33E-38,44,176,176,0,9,35
9170,RMDQ13_v1,RMDQ24_v1,0.717391304,2.55E-31,46,174,172,2,13,33
9171,RMDQ14_v1,RMDQ24_v1,0.693877551,3.71E-31,49,171,170,1,15,34
9172,RMDQ15_v1,RMDQ24_v1,0.870967742,1.41E-31,31,189,181,8,4,27
9173,RMDQ16_v1,RMDQ24_v1,0.864864865,6.70E-38,37,183,180,3,5,32
9174,RMDQ17_v1,RMDQ24_v1,0.673469388,5.98E-29,49,171,169,2,16,33
9175,RMDQ18_v1,RMDQ24_v1,0.916666667,4.66E-42,36,184,182,2,3,33
9176,RMDQ19_v1,RMDQ24_v1,0.96875,8.36E-42,32,188,184,4,1,31
9177,RMDQ20_v1,RMDQ24_v1,0.921052632,2.90E-45,38,182,182,0,3,35
9178,RMDQ21_v1,RMDQ24_v1,0.729166667,2.67E-34,48,172,172,0,13,35
9179,RMDQ22_v1,RMDQ24_v1,0.894736842,2.61E-42,38,182,181,1,4,34
9180,RMDQ23_v1,RMDQ24_v1,0.918918919,1.19E-43,37,183,182,1,3,34
9181,RMDQ24_v1,RMDQ24_v1,1,9.04E-50,35,185,185,0,0,35
9186,DN4 - Alfinetada e agulhada,RMDQ24_v1,0.241935484,0.006993711,62,150,135,15,47,15
9187,DN4 - Adormecimento,RMDQ24_v1,0.237288136,0.015341269,59,150,134,16,45,14
9189,DH4 - Hipoestesia ao toque,RMDQ24_v1,0.571428571,0.000904416,7,205,179,26,3,4
9190,DN4 - Hipoestesia a picada de agulha,RMDQ24_v1,0.571428571,0.000904416,7,205,179,26,3,4
9191,DN4 - Escovação,RMDQ24_v1,0.666666667,0.000181095,6,206,180,26,2,4
9198,Analgésicos,DN4 - Queimação,0.548148148,0.001204309,135,63,44,19,61,74
9200,Dor nas costas,DN4 - Queimação,0.504273504,0.049836366,117,75,48,27,58,59
9201,Dor nas pernas,DN4 - Queimação,0.639344262,0.000252532,61,129,83,46,22,39
9220,D2,DN4 - Queimação,0.857142857,0.025252758,7,111,64,47,1,6
NA.100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9225,D24,DN4 - Queimação,0.25,0.027974988,24,94,47,47,18,6
9232,Lombalgia,Analgésicos,0.85483871,3.44E-05,62,68,33,35,9,53
9247,D44,DN4 - Queimação,0.594594595,0.031815051,37,81,50,31,15,22
9248,D45,DN4 - Queimação,0.833333333,0.004758539,12,106,63,43,2,10
9249,D46,DN4 - Queimação,0.621621622,0.010907577,37,81,51,30,14,23
9250,D47,DN4 - Queimação,0.833333333,0.004758539,12,106,63,43,2,10
9283,DN4 - Queimação,DN4 - Queimação,1,9.04E-50,101,119,119,0,0,101
9284,DN4 - Sensação de frio dolorosa,DN4 - Queimação,0.833333333,1.29E-09,48,168,111,57,8,40
9285,DN4 - Choque elétrico,DN4 - Queimação,0.754098361,5.37E-08,61,159,104,55,15,46
9286,DN4 - Formigamento,DN4 - Queimação,0.842105263,1.57E-11,57,163,110,53,9,48
9287,DN4 - Alfinetada e agulhada,DN4 - Queimação,0.707692308,1.65E-06,65,155,100,55,19,46
9288,DN4 - Adormecimento,DN4 - Queimação,0.741935484,1.34E-07,62,158,103,55,16,46
9289,DN4 - Coceira,DN4 - Queimação,0.818181818,0.014204906,11,209,117,92,2,9
9292,DN4 - Escovação,DN4 - Queimação,0.857142857,0.031727687,7,213,118,95,1,6
9299,Analgésicos,DN4 - Sensação de frio dolorosa,0.268656716,0.044360433,134,64,55,9,98,36
9306,Casado/Amasiaado,DN4 - Sensação de frio dolorosa,0.341772152,0.00050022,79,103,90,13,52,27
9307,Solteiro,DN4 - Sensação de frio dolorosa,0.128205128,0.009774876,78,104,74,30,68,10
9315,D1,DN4 - Sensação de frio dolorosa,1,0.0468674,1,117,94,23,0,1
NA.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9347,D43,DN4 - Sensação de frio dolorosa,1,0.0468674,1,117,94,23,0,1
9358,D53,DN4 - Sensação de frio dolorosa,1,0.0468674,1,117,94,23,0,1
9360,RMDQ1_v1,DN4 - Sensação de frio dolorosa,0.135802469,0.036360777,81,126,90,36,70,11
9361,RMDQ2_v1,DN4 - Sensação de frio dolorosa,0.134146341,0.030275437,82,125,89,36,71,11
9362,RMDQ3_v1,DN4 - Sensação de frio dolorosa,0.323943662,0.014995913,71,137,113,24,48,23
9363,RMDQ4_v1,DN4 - Sensação de frio dolorosa,0.395348837,0.00286381,43,165,135,30,26,17
9366,RMDQ7_v1,DN4 - Sensação de frio dolorosa,0.083333333,0.024434786,36,172,128,44,33,3
9371,RMDQ12_v1,DN4 - Sensação de frio dolorosa,0.076923077,0.013549261,39,169,125,44,36,3
9375,RMDQ16_v1,DN4 - Sensação de frio dolorosa,0.088235294,0.03577336,34,174,130,44,31,3
9379,RMDQ20_v1,DN4 - Sensação de frio dolorosa,0.090909091,0.043131928,33,175,131,44,30,3
9380,RMDQ21_v1,DN4 - Sensação de frio dolorosa,0.073170732,0.009034587,41,167,123,44,38,3
9384,DN4 - Queimação,DN4 - Sensação de frio dolorosa,0.412371134,1.29E-09,97,119,111,8,57,40
9385,DN4 - Sensação de frio dolorosa,DN4 - Sensação de frio dolorosa,1,1.49E-49,48,171,171,0,0,48
9387,DN4 - Formigamento,DN4 - Sensação de frio dolorosa,0.433962264,1.42E-05,53,166,141,25,30,23
9388,DN4 - Alfinetada e agulhada,DN4 - Sensação de frio dolorosa,0.098360656,0.007243706,61,158,116,42,55,6
9398,Licenca_Medica,DN4 - Choque elétrico,0.470588235,0.032747284,17,167,128,39,9,8
9403,Dor nas pernas,DN4 - Choque elétrico,0.467741935,4.07E-05,62,130,106,24,33,29
9417,D15,DN4 - Choque elétrico,0.714285714,0.014498693,7,112,81,31,2,5
9421,D19,DN4 - Choque elétrico,0.8,0.013352924,5,114,82,32,1,4
9422,D2,DN4 - Choque elétrico,0.714285714,0.014498693,7,112,81,31,2,5
NA.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9433,D3,DN4 - Choque elétrico,1,0.030339821,2,117,83,34,0,2
9434,Lombalgia,Dor nas costas,0.918032787,8.15E-07,61,67,32,35,5,56
9435,D31,DN4 - Choque elétrico,0.6875,0.000314121,16,103,78,25,5,11
9437,D33,DN4 - Choque elétrico,0.583333333,0.025529852,12,107,78,29,5,7
9444,D4,DN4 - Choque elétrico,1,0.007727575,3,116,83,33,0,3
9450,D45,DN4 - Choque elétrico,0.583333333,0.025529852,12,107,78,29,5,7
9452,D47,DN4 - Choque elétrico,0.75,0.000372577,12,107,80,27,3,9
9454,D49,DN4 - Choque elétrico,0.615384615,0.009268729,13,106,78,28,5,8
9472,RMDQ12_v1,DN4 - Choque elétrico,0.153846154,0.047436981,39,173,119,54,33,6
9473,RMDQ13_v1,DN4 - Choque elétrico,0.139534884,0.019315803,43,169,115,54,37,6
9481,RMDQ21_v1,DN4 - Choque elétrico,0.146341463,0.030525688,41,171,117,54,35,6
9485,DN4 - Queimação,DN4 - Choque elétrico,0.455445545,5.37E-08,101,119,104,15,55,46
9487,DN4 - Choque elétrico,DN4 - Choque elétrico,1,2.00E-50,61,162,162,0,0,61
9488,DN4 - Formigamento,DN4 - Choque elétrico,0.631578947,2.09E-12,57,166,141,25,21,36
9489,DN4 - Alfinetada e agulhada,DN4 - Choque elétrico,0.646153846,1.18E-15,65,158,139,19,23,42
9490,DN4 - Adormecimento,DN4 - Choque elétrico,0.532258065,1.21E-07,62,158,130,28,29,33
9491,DN4 - Coceira,DN4 - Choque elétrico,0.818181818,3.24E-05,11,212,160,52,2,9
9492,DH4 - Hipoestesia ao toque,DN4 - Choque elétrico,0.875,0.000101674,8,215,161,54,1,7
9493,DN4 - Hipoestesia a picada de agulha,DN4 - Choque elétrico,0.666666667,0.006919046,9,214,159,55,3,6
9494,DN4 - Escovação,DN4 - Choque elétrico,0.857142857,0.000432473,7,216,161,55,1,6
9504,Dor nas pernas,DN4 - Formigamento,0.387096774,0.001539604,62,130,107,23,38,24
9515,Livrar_perna,DN4 - Formigamento,0.5,0.027950488,14,106,82,24,7,7
NA.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9528,D24,DN4 - Formigamento,0.041666667,0.006261147,24,95,65,30,23,1
9538,D33,DN4 - Formigamento,0.75,4.62E-05,12,107,85,22,3,9
9551,D45,DN4 - Formigamento,0.666666667,0.000723216,12,107,84,23,4,8
9553,D47,DN4 - Formigamento,0.666666667,0.000723216,12,107,84,23,4,8
9554,D48,DN4 - Formigamento,0.48,0.004902155,25,94,75,19,13,12
9555,D49,DN4 - Formigamento,0.769230769,9.51E-06,13,106,85,21,3,10
9575,RMDQ14_v1,DN4 - Formigamento,0.142857143,0.046473324,42,170,120,50,36,6
9586,DN4 - Queimação,DN4 - Formigamento,0.475247525,1.57E-11,101,119,110,9,53,48
9587,DN4 - Sensação de frio dolorosa,DN4 - Formigamento,0.479166667,1.42E-05,48,171,141,30,25,23
9588,DN4 - Choque elétrico,DN4 - Formigamento,0.590163934,2.09E-12,61,162,141,21,25,36
9589,DN4 - Formigamento,DN4 - Formigamento,1,2.00E-50,57,166,166,0,0,57
9590,DN4 - Alfinetada e agulhada,DN4 - Formigamento,0.569230769,5.71E-12,65,158,138,20,28,37
9591,DN4 - Adormecimento,DN4 - Formigamento,0.451612903,4.45E-05,62,158,129,29,34,28
9592,DN4 - Coceira,DN4 - Formigamento,0.636363636,0.002985489,11,212,162,50,4,7
9596,Fuma,DN4 - Alfinetada e agulhada,0.435897436,0.018814926,39,147,111,36,22,17
9600,Licenca_Medica,DN4 - Alfinetada e agulhada,0.529411765,0.01473243,17,167,125,42,8,9
9603,OutraDoenca,DN4 - Alfinetada e agulhada,0.397260274,0.034318583,73,119,89,30,44,29
9605,Dor nas pernas,DN4 - Alfinetada e agulhada,0.451612903,0.000758979,62,130,102,28,34,28
9609,Casado/Amasiaado,DN4 - Alfinetada e agulhada,0.222222222,0.048651461,81,104,67,37,63,18
9612,X4,DN4 - Alfinetada e agulhada,1,0.007258773,3,182,130,52,0,3
9619,D15,DN4 - Alfinetada e agulhada,0.714285714,0.014498693,7,112,81,31,2,5
9622,D18,DN4 - Alfinetada e agulhada,0.6,0.032370928,10,109,79,30,4,6
9624,D2,DN4 - Alfinetada e agulhada,0.714285714,0.014498693,7,112,81,31,2,5
NA.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9632,D27,DN4 - Alfinetada e agulhada,1,0.002007139,4,115,83,32,0,4
9633,D28,DN4 - Alfinetada e agulhada,0.75,0.047489344,4,115,82,33,1,3
9635,D3,DN4 - Alfinetada e agulhada,1,0.030339821,2,117,83,34,0,2
9637,D31,DN4 - Alfinetada e agulhada,0.625,0.002541356,16,103,77,26,6,10
9639,D33,DN4 - Alfinetada e agulhada,0.583333333,0.025529852,12,107,78,29,5,7
9642,D36,DN4 - Alfinetada e agulhada,0.75,0.004332247,8,111,81,30,2,6
9644,D38,DN4 - Alfinetada e agulhada,1,0.007727575,3,116,83,33,0,3
9646,D4,DN4 - Alfinetada e agulhada,1,0.007727575,3,116,83,33,0,3
9647,D40,DN4 - Alfinetada e agulhada,0.8,0.013352924,5,114,82,32,1,4
9648,D41,DN4 - Alfinetada e agulhada,0.714285714,0.014498693,7,112,81,31,2,5
9652,D45,DN4 - Alfinetada e agulhada,0.666666667,0.003779086,12,107,79,28,4,8
9654,D47,DN4 - Alfinetada e agulhada,0.75,0.000372577,12,107,80,27,3,9
9656,D49,DN4 - Alfinetada e agulhada,0.615384615,0.009268729,13,106,78,28,5,8
9667,RMDQ5_v1,DN4 - Alfinetada e agulhada,0.382352941,0.047995804,68,144,108,36,42,26
9668,RMDQ6_v1,DN4 - Alfinetada e agulhada,0.450980392,0.004291836,51,161,122,39,28,23
9669,RMDQ7_v1,DN4 - Alfinetada e agulhada,0.5,0.002660066,36,176,132,44,18,18
9670,RMDQ8_v1,DN4 - Alfinetada e agulhada,1,2.85E-05,7,205,150,55,0,7
9671,RMDQ9_v1,DN4 - Alfinetada e agulhada,0.483870968,0.011224323,31,181,134,47,16,15
9672,RMDQ10_v1,DN4 - Alfinetada e agulhada,0.454545455,0.02590076,33,179,132,47,18,15
9673,RMDQ11_v1,DN4 - Alfinetada e agulhada,0.542857143,0.000365088,35,177,134,43,16,19
9680,RMDQ18_v1,DN4 - Alfinetada e agulhada,0.466666667,0.023576208,30,182,134,48,16,14
9681,RMDQ19_v1,DN4 - Alfinetada e agulhada,0.483870968,0.011224323,31,181,134,47,16,15
9682,RMDQ20_v1,DN4 - Alfinetada e agulhada,0.454545455,0.02590076,33,179,132,47,18,15
9684,RMDQ22_v1,DN4 - Alfinetada e agulhada,0.441176471,0.037477913,34,178,131,47,19,15
9685,RMDQ23_v1,DN4 - Alfinetada e agulhada,0.454545455,0.02590076,33,179,132,47,18,15
9686,RMDQ24_v1,DN4 - Alfinetada e agulhada,0.5,0.006993711,30,182,135,47,15,15
9687,DN4 - Queimação,DN4 - Alfinetada e agulhada,0.455445545,1.65E-06,101,119,100,19,55,46
9688,DN4 - Sensação de frio dolorosa,DN4 - Alfinetada e agulhada,0.125,0.007243706,48,171,116,55,42,6
9689,DN4 - Choque elétrico,DN4 - Alfinetada e agulhada,0.68852459,1.18E-15,61,162,139,23,19,42
9690,DN4 - Formigamento,DN4 - Alfinetada e agulhada,0.649122807,5.71E-12,57,166,138,28,20,37
9691,DN4 - Alfinetada e agulhada,DN4 - Alfinetada e agulhada,1,2.00E-50,65,158,158,0,0,65
9692,DN4 - Adormecimento,DN4 - Alfinetada e agulhada,0.596774194,8.45E-10,62,158,130,28,25,37
9693,DN4 - Coceira,DN4 - Alfinetada e agulhada,1,1.14E-07,11,212,158,54,0,11
9694,DH4 - Hipoestesia ao toque,DN4 - Alfinetada e agulhada,0.875,0.000216673,8,215,157,58,1,7
9695,DN4 - Hipoestesia a picada de agulha,DN4 - Alfinetada e agulhada,1,1.80E-06,9,214,158,56,0,9
9696,DN4 - Escovação,DN4 - Alfinetada e agulhada,1,2.77E-05,7,216,158,58,0,7
9706,Dor nas pernas,DN4 - Adormecimento,0.426229508,0.006262141,61,129,99,30,35,26
9714,X5,DN4 - Adormecimento,0.8,0.012071721,5,178,128,50,1,4
NA.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9730,D24,DN4 - Adormecimento,0.083333333,0.016353386,24,94,63,31,22,2
9733,D27,DN4 - Adormecimento,0.75,0.032983476,4,114,84,30,1,3
9734,D28,DN4 - Adormecimento,1,0.00109209,4,114,85,29,0,4
9737,Lombalgia,Lombalgia,1,2.00E-31,62,74,74,0,0,62
9738,D31,DN4 - Adormecimento,0.5,0.034680647,16,102,77,25,8,8
9744,D37,DN4 - Adormecimento,0.454545455,0.042743741,22,96,73,23,12,10
9764,RMDQ1_v1,DN4 - Adormecimento,0.382716049,0.008152081,81,127,100,27,50,31
9765,RMDQ2_v1,DN4 - Adormecimento,0.365853659,0.022231549,82,126,98,28,52,30
9768,RMDQ5_v1,DN4 - Adormecimento,0.382352941,0.025634363,68,141,108,33,42,26
9769,RMDQ6_v1,DN4 - Adormecimento,0.431372549,0.006522893,51,158,121,37,29,22
9772,RMDQ9_v1,DN4 - Adormecimento,0.451612903,0.023242032,31,178,133,45,17,14
9773,RMDQ10_v1,DN4 - Adormecimento,0.424242424,0.048369471,33,176,131,45,19,14
9781,RMDQ18_v1,DN4 - Adormecimento,0.466666667,0.015341269,30,179,134,45,16,14
9782,RMDQ19_v1,DN4 - Adormecimento,0.483870968,0.006896441,31,178,134,44,16,15
9783,RMDQ20_v1,DN4 - Adormecimento,0.424242424,0.048369471,33,176,131,45,19,14
9784,RMDQ21_v1,DN4 - Adormecimento,0.43902439,0.012891839,41,168,127,41,23,18
9785,RMDQ22_v1,DN4 - Adormecimento,0.5,0.002056114,34,175,133,42,17,17
9786,RMDQ23_v1,DN4 - Adormecimento,0.424242424,0.048369471,33,176,131,45,19,14
9787,RMDQ24_v1,DN4 - Adormecimento,0.466666667,0.015341269,30,179,134,45,16,14
9788,DN4 - Queimação,DN4 - Adormecimento,0.455445545,1.34E-07,101,119,103,16,55,46
9790,DN4 - Choque elétrico,DN4 - Adormecimento,0.540983607,1.21E-07,61,159,130,29,28,33
9791,DN4 - Formigamento,DN4 - Adormecimento,0.49122807,4.45E-05,57,163,129,34,29,28
9792,DN4 - Alfinetada e agulhada,DN4 - Adormecimento,0.569230769,8.45E-10,65,155,130,25,28,37
9793,DN4 - Adormecimento,DN4 - Adormecimento,1,9.04E-50,62,158,158,0,0,62
9794,DN4 - Coceira,DN4 - Adormecimento,0.818181818,4.97E-05,11,209,156,53,2,9
9795,DH4 - Hipoestesia ao toque,DN4 - Adormecimento,0.625,0.027955137,8,212,155,57,3,5
9796,DN4 - Hipoestesia a picada de agulha,DN4 - Adormecimento,0.777777778,0.000732709,9,211,156,55,2,7
9797,DN4 - Escovação,DN4 - Adormecimento,0.714285714,0.009744321,7,213,156,57,2,5
9798,Fuma,DN4 - Coceira,0.102564103,0.039205208,39,147,143,4,35,4
9800,Aposentado,DN4 - Coceira,0.090909091,0.035505939,33,153,150,3,30,3
9802,Licenca_Medica,DN4 - Coceira,0.176470588,0.000455707,17,167,164,3,14,3
9803,Aposentado_Invalidez,DN4 - Coceira,0.25,0.000437803,8,174,170,4,6,2
9814,X4,DN4 - Coceira,0.333333333,0.006842345,3,182,176,6,2,1
9816,X6,DN4 - Coceira,0.181818182,0.009862403,11,174,169,5,9,2
9826,D2,DN4 - Coceira,0.285714286,0.003361086,7,112,108,4,5,2
NA.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9837,D3,DN4 - Coceira,0.5,0.003384702,2,117,112,5,1,1
9842,D34,DN4 - Coceira,0.333333333,0.023314143,3,116,111,5,2,1
9843,D35,DN4 - Coceira,1,1.31E-05,1,118,113,5,0,1
9848,D4,DN4 - Coceira,0.666666667,7.78E-07,3,116,112,4,1,2
9859,D5,DN4 - Coceira,0.333333333,0.023314143,3,116,111,5,2,1
9861,D51,DN4 - Coceira,1,1.31E-05,1,118,113,5,0,1
9864,D9,DN4 - Coceira,1,1.31E-05,1,118,113,5,0,1
9889,DN4 - Queimação,DN4 - Coceira,0.089108911,0.014204906,101,119,117,2,92,9
9891,DN4 - Choque elétrico,DN4 - Coceira,0.147540984,3.24E-05,61,162,160,2,52,9
9892,DN4 - Formigamento,DN4 - Coceira,0.122807018,0.002985489,57,166,162,4,50,7
9893,DN4 - Alfinetada e agulhada,DN4 - Coceira,0.169230769,1.14E-07,65,158,158,0,54,11
9894,DN4 - Adormecimento,DN4 - Coceira,0.14516129,4.97E-05,62,158,156,2,53,9
9895,DN4 - Coceira,DN4 - Coceira,1,2.00E-50,11,212,212,0,0,11
9896,DH4 - Hipoestesia ao toque,DN4 - Coceira,0.375,1.48E-05,8,215,207,8,5,3
9897,DN4 - Hipoestesia a picada de agulha,DN4 - Coceira,0.333333333,5.91E-05,9,214,206,8,6,3
9898,DN4 - Escovação,DN4 - Coceira,0.428571429,2.50E-06,7,216,208,8,4,3
9899,Fuma,DH4 - Hipoestesia ao toque,0.102564103,0.016544161,39,147,144,3,35,4
9902,Desempregado,DH4 - Hipoestesia ao toque,0.115384615,0.00294161,26,157,155,2,23,3
9903,Licenca_Medica,DH4 - Hipoestesia ao toque,0.117647059,0.016029306,17,167,164,3,15,2
9904,Aposentado_Invalidez,DH4 - Hipoestesia ao toque,0.25,0.000437803,8,174,170,4,6,2
9908,Dor nas pernas,DH4 - Hipoestesia ao toque,0.080645161,0.006595299,62,130,129,1,57,5
9909,Retornar_trabalho,DH4 - Hipoestesia ao toque,0.176470588,0.001306649,17,174,170,4,14,3
9927,D2,DH4 - Hipoestesia ao toque,0.285714286,0.000924203,7,112,109,3,5,2
NA.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9938,D3,DH4 - Hipoestesia ao toque,0.5,0.001130826,2,117,113,4,1,1
9943,D34,DH4 - Hipoestesia ao toque,0.666666667,4.71E-08,3,116,113,3,1,2
9944,D35,DH4 - Hipoestesia ao toque,1,1.63E-06,1,118,114,4,0,1
9949,D4,DH4 - Hipoestesia ao toque,0.666666667,4.71E-08,3,116,113,3,1,2
9953,D43,DH4 - Hipoestesia ao toque,1,1.63E-06,1,118,114,4,0,1
9960,D5,DH4 - Hipoestesia ao toque,0.333333333,0.010856066,3,116,112,4,2,1
9961,D50,DH4 - Hipoestesia ao toque,0.5,0.001130826,2,117,113,4,1,1
9962,D51,DH4 - Hipoestesia ao toque,1,1.63E-06,1,118,114,4,0,1
9963,D52,DH4 - Hipoestesia ao toque,0.5,0.001130826,2,117,113,4,1,1
9964,D53,DH4 - Hipoestesia ao toque,1,1.63E-06,1,118,114,4,0,1
9965,D9,DH4 - Hipoestesia ao toque,1,1.63E-06,1,118,114,4,0,1
9968,RMDQ3_v1,DH4 - Hipoestesia ao toque,0.066666667,0.042495037,75,137,135,2,70,5
9971,RMDQ6_v1,DH4 - Hipoestesia ao toque,0.078431373,0.037279133,51,161,158,3,47,4
9972,RMDQ7_v1,DH4 - Hipoestesia ao toque,0.111111111,0.004002903,36,176,173,3,32,4
9974,RMDQ9_v1,DH4 - Hipoestesia ao toque,0.161290323,1.52E-05,31,181,179,2,26,5
9975,RMDQ10_v1,DH4 - Hipoestesia ao toque,0.121212121,0.002031223,33,179,176,3,29,4
9976,RMDQ11_v1,DH4 - Hipoestesia ao toque,0.114285714,0.003232851,35,177,174,3,31,4
9977,RMDQ12_v1,DH4 - Hipoestesia ao toque,0.102564103,0.007131659,39,173,170,3,35,4
9978,RMDQ13_v1,DH4 - Hipoestesia ao toque,0.093023256,0.013650434,43,169,166,3,39,4
9979,RMDQ14_v1,DH4 - Hipoestesia ao toque,0.095238095,0.011735078,42,170,167,3,38,4
9980,RMDQ15_v1,DH4 - Hipoestesia ao toque,0.133333333,0.000904416,30,182,179,3,26,4
9981,RMDQ16_v1,DH4 - Hipoestesia ao toque,0.117647059,0.002579511,34,178,175,3,30,4
9982,RMDQ17_v1,DH4 - Hipoestesia ao toque,0.088888889,0.018116767,45,167,164,3,41,4
9983,RMDQ18_v1,DH4 - Hipoestesia ao toque,0.133333333,0.000904416,30,182,179,3,26,4
9984,RMDQ19_v1,DH4 - Hipoestesia ao toque,0.129032258,0.001204515,31,181,178,3,27,4
9985,RMDQ20_v1,DH4 - Hipoestesia ao toque,0.121212121,0.002031223,33,179,176,3,29,4
9986,RMDQ21_v1,DH4 - Hipoestesia ao toque,0.097560976,0.010017545,41,171,168,3,37,4
9987,RMDQ22_v1,DH4 - Hipoestesia ao toque,0.117647059,0.002579511,34,178,175,3,30,4
9988,RMDQ23_v1,DH4 - Hipoestesia ao toque,0.121212121,0.002031223,33,179,176,3,29,4
9989,RMDQ24_v1,DH4 - Hipoestesia ao toque,0.133333333,0.000904416,30,182,179,3,26,4
9992,DN4 - Choque elétrico,DH4 - Hipoestesia ao toque,0.114754098,0.000101674,61,162,161,1,54,7
9994,DN4 - Alfinetada e agulhada,DH4 - Hipoestesia ao toque,0.107692308,0.000216673,65,158,157,1,58,7
9995,DN4 - Adormecimento,DH4 - Hipoestesia ao toque,0.080645161,0.027955137,62,158,155,3,57,5
9996,DN4 - Coceira,DH4 - Hipoestesia ao toque,0.272727273,1.48E-05,11,212,207,5,8,3
9997,DH4 - Hipoestesia ao toque,DH4 - Hipoestesia ao toque,1,2.00E-50,8,215,215,0,0,8
9998,DN4 - Hipoestesia a picada de agulha,DH4 - Hipoestesia ao toque,0.777777778,2.53E-34,9,214,213,1,2,7
9999,DN4 - Escovação,DH4 - Hipoestesia ao toque,1,3.81E-44,7,216,215,1,0,7
10000,Fuma,DN4 - Hipoestesia a picada de agulha,0.128205128,0.003179349,39,147,144,3,34,5
10003,Desempregado,DN4 - Hipoestesia a picada de agulha,0.115384615,0.010667604,26,157,154,3,23,3
10004,Licenca_Medica,DN4 - Hipoestesia a picada de agulha,0.117647059,0.038250994,17,167,163,4,15,2
10005,Aposentado_Invalidez,DN4 - Hipoestesia a picada de agulha,0.25,0.001462671,8,174,169,5,6,2
10006,Analgésicos,DN4 - Hipoestesia a picada de agulha,0.058394161,0.048512652,137,64,64,0,129,8
10010,Retornar_trabalho,DN4 - Hipoestesia a picada de agulha,0.176470588,0.003705427,17,174,169,5,14,3
10028,D2,DN4 - Hipoestesia a picada de agulha,0.285714286,0.000924203,7,112,109,3,5,2
NA.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10036,D27,DN4 - Hipoestesia a picada de agulha,0.25,0.034937979,4,115,111,4,3,1
10037,D28,DN4 - Hipoestesia a picada de agulha,0.25,0.034937979,4,115,111,4,3,1
10039,D3,DN4 - Hipoestesia a picada de agulha,0.5,0.001130826,2,117,113,4,1,1
10044,D34,DN4 - Hipoestesia a picada de agulha,0.666666667,4.71E-08,3,116,113,3,1,2
10045,D35,DN4 - Hipoestesia a picada de agulha,1,1.63E-06,1,118,114,4,0,1
10050,D4,DN4 - Hipoestesia a picada de agulha,0.666666667,4.71E-08,3,116,113,3,1,2
10054,D43,DN4 - Hipoestesia a picada de agulha,1,1.63E-06,1,118,114,4,0,1
10061,D5,DN4 - Hipoestesia a picada de agulha,0.333333333,0.010856066,3,116,112,4,2,1
10062,D50,DN4 - Hipoestesia a picada de agulha,0.5,0.001130826,2,117,113,4,1,1
10063,D51,DN4 - Hipoestesia a picada de agulha,1,1.63E-06,1,118,114,4,0,1
10064,D52,DN4 - Hipoestesia a picada de agulha,0.5,0.001130826,2,117,113,4,1,1
10065,D53,DN4 - Hipoestesia a picada de agulha,1,1.63E-06,1,118,114,4,0,1
10066,D9,DN4 - Hipoestesia a picada de agulha,1,1.63E-06,1,118,114,4,0,1
10072,RMDQ6_v1,DN4 - Hipoestesia a picada de agulha,0.078431373,0.037279133,51,161,158,3,47,4
10073,RMDQ7_v1,DN4 - Hipoestesia a picada de agulha,0.111111111,0.004002903,36,176,173,3,32,4
10075,RMDQ9_v1,DN4 - Hipoestesia a picada de agulha,0.129032258,0.001204515,31,181,178,3,27,4
10076,RMDQ10_v1,DN4 - Hipoestesia a picada de agulha,0.121212121,0.002031223,33,179,176,3,29,4
10077,RMDQ11_v1,DN4 - Hipoestesia a picada de agulha,0.114285714,0.003232851,35,177,174,3,31,4
10078,RMDQ12_v1,DN4 - Hipoestesia a picada de agulha,0.102564103,0.007131659,39,173,170,3,35,4
